week,kickoff,away_team,home_team
3,2015-09-27T13:00:00-05:00,Steelers,Rams
3,2015-09-27T16:05:00-05:00,49ers,Cardinals
3,2015-09-27T16:25:00-05:00,Bills,Dolphins
3,2015-09-27T16:25:00-05:00,Bears,Seahawks
3,2015-09-27T20:30:00-05:00,Broncos,Lions
3,2015-09-28T20:30:00-05:00,Chiefs,Packers
4,2015-10-01T20:25:00-05:00,Ravens,Steelers
4,2015-10-04T09:30:00-05:00,Jets,Dolphins
4,2015-10-04T13:00:00-05:00,Jaguars,Colts
4,2015-10-04T13:00:00-05:00,Giants,Bills
4,2015-10-04T13:00:00-05:00,Panthers,Buccaneers
4,2015-10-04T13:00:00-05:00,Eagles,Redskins
4,2015-10-04T13:00:00-05:00,Raiders,Bears
4,2015-10-04T13:00:00-05:00,Texans,Falcons
4,2015-10-04T13:00:00-05:00,Chiefs,Bengals
4,2015-10-04T16:05:00-05:00,Browns,Chargers
4,2015-10-04T16:25:00-05:00,Packers,49ers
4,2015-10-04T16:25:00-05:00,Rams,Cardinals
4,2015-10-04T16:25:00-05:00,Vikings,Broncos
4,2015-10-04T20:30:00-05:00,Cowboys,Saints
4,2015-10-05T20:30:00-05:00,Lions,Seahawks
5,2015-10-08T20:25:00-05:00,Colts,Texans
5,2015-10-11T13:00:00-05:00,Bears,Chiefs
5,2015-10-11T13:00:00-05:00,Seahawks,Bengals
5,2015-10-11T13:00:00-05:00,Redskins,Falcons
5,2015-10-11T13:00:00-05:00,Jaguars,Buccaneers
5,2015-10-11T13:00:00-05:00,Saints,Eagles
5,2015-10-11T13:00:00-05:00,Browns,Ravens
5,2015-10-11T13:00:00-05:00,Rams,Packers
5,2015-10-11T13:00:00-05:00,Bills,Titans
5,2015-10-11T16:05:00-05:00,Cardinals,Lions
5,2015-10-11T16:25:00-05:00,Patriots,Cowboys
5,2015-10-11T16:25:00-05:00,Broncos,Raiders
5,2015-10-11T20:30:00-05:00,49ers,Giants
5,2015-10-12T20:30:00-05:00,Steelers,Chargers
6,2015-10-15T20:25:00-05:00,Falcons,Saints
6,2015-10-18T13:00:00-05:00,Redskins,Jets
6,2015-10-18T13:00:00-05:00,Cardinals,Steelers
6,2015-10-18T13:00:00-05:00,Chiefs,Vikings
6,2015-10-18T13:00:00-05:00,Bengals,Bills
6,2015-10-18T13:00:00-05:00,Bears,Lions
6,2015-10-18T13:00:00-05:00,Broncos,Browns
6,2015-10-18T13:00:00-05:00,Texans,Jaguars
6,2015-10-18T13:00:00-05:00,Dolphins,Titans
6,2015-10-18T16:05:00-05:00,Panthers,Seahawks
6,2015-10-18T16:25:00-05:00,Chargers,Packers
6,2015-10-18T16:25:00-05:00,Ravens,49ers
6,2015-10-18T20:30:00-05:00,Patriots,Colts
6,2015-10-19T20:30:00-05:00,Giants,Eagles
7,2015-10-22T20:25:00-05:00,Seahawks,49ers
7,2015-10-25T09:30:00-05:00,Bills,Jaguars
7,2015-10-25T13:00:00-05:00,Buccaneers,Redskins
7,2015-10-25T13:00:00-05:00,Falcons,Titans
7,2015-10-25T13:00:00-05:00,Saints,Colts
7,2015-10-25T13:00:00-05:00,Vikings,Lions
7,2015-10-25T13:00:00-05:00,Steelers,Chiefs
7,2015-10-25T13:00:00-05:00,Browns,Rams
7,2015-10-25T13:00:00-05:00,Texans,Dolphins
7,2015-10-25T13:00:00-05:00,Jets,Patriots
7,2015-10-25T16:05:00-05:00,Raiders,Chargers
7,2015-10-25T16:25:00-05:00,Cowboys,Giants
7,2015-10-25T20:30:00-05:00,Eagles,Panthers
7,2015-10-26T20:30:00-05:00,Ravens,Cardinals
8,2015-10-29T20:25:00-05:00,Dolphins,Patriots
8,2015-11-01T09:30:00-05:00,Lions,Chiefs
8,2015-11-01T13:00:00-05:00,Buccaneers,Falcons
8,2015-11-01T13:00:00-05:00,Cardinals,Browns
8,2015-11-01T13:00:00-05:00,49ers,Rams
8,2015-11-01T13:00:00-05:00,Giants,Saints
8,2015-11-01T13:00:00-05:00,Vikings,Bears
8,2015-11-01T13:00:00-05:00,Chargers,Ravens
8,2015-11-01T13:00:00-05:00,Bengals,Steelers
8,2015-11-01T13:00:00-05:00,Titans,Texans
8,2015-11-01T16:05:00-05:00,Jets,Raiders
8,2015-11-01T16:25:00-05:00,Seahawks,Cowboys
8,2015-11-01T20:30:00-05:00,Packers,Broncos
8,2015-11-02T20:30:00-05:00,Colts,Panthers
9,2015-11-05T20:25:00-05:00,Browns,Bengals
9,2015-11-08T13:00:00-05:00,Packers,Panthers
9,2015-11-08T13:00:00-05:00,Redskins,Patriots
9,2015-11-08T13:00:00-05:00,Titans,Saints
9,2015-11-08T13:00:00-05:00,Dolphins,Bills
9,2015-11-08T13:00:00-05:00,Rams,Vikings
9,2015-11-08T13:00:00-05:00,Jaguars,Jets
9,2015-11-08T13:00:00-05:00,Raiders,Steelers
9,2015-11-08T16:05:00-05:00,Giants,Buccaneers
9,2015-11-08T16:05:00-05:00,Falcons,49ers
9,2015-11-08T16:25:00-05:00,Broncos,Colts
9,2015-11-08T20:30:00-05:00,Eagles,Cowboys
9,2015-11-09T20:30:00-05:00,Bears,Chargers
10,2015-11-12T20:25:00-05:00,Bills,Jets
10,2015-11-15T13:00:00-05:00,Lions,Packers
10,2015-11-15T13:00:00-05:00,Cowboys,Buccaneers
10,2015-11-15T13:00:00-05:00,Panthers,Titans
10,2015-11-15T13:00:00-05:00,Bears,Rams
10,2015-11-15T13:00:00-05:00,Saints,Redskins
10,2015-11-15T13:00:00-05:00,Dolphins,Eagles
10,2015-11-15T13:00:00-05:00,Browns,Steelers
10,2015-11-15T13:00:00-05:00,Jaguars,Ravens
10,2015-11-15T16:05:00-05:00,Vikings,Raiders
10,2015-11-15T16:25:00-05:00,Patriots,Giants
10,2015-11-15T16:25:00-05:00,Chiefs,Broncos
10,2015-11-15T20:30:00-05:00,Cardinals,Seahawks
10,2015-11-16T20:30:00-05:00,Texans,Bengals
11,2015-11-19T20:25:00-05:00,Titans,Jaguars
11,2015-11-22T13:00:00-05:00,Raiders,Lions
11,2015-11-22T13:00:00-05:00,Colts,Falcons
11,2015-11-22T13:00:00-05:00,Jets,Texans
11,2015-11-22T13:00:00-05:00,Buccaneers,Eagles
11,2015-11-22T13:00:00-05:00,Broncos,Bears
11,2015-11-22T13:00:00-05:00,Packers,Vikings
11,2015-11-22T13:00:00-05:00,Rams,Ravens
11,2015-11-22T13:00:00-05:00,Cowboys,Dolphins
11,2015-11-22T13:00:00-05:00,Redskins,Panthers
11,2015-11-22T16:05:00-05:00,Bengals,Cardinals
11,2015-11-22T16:25:00-05:00,49ers,Seahawks
11,2015-11-22T20:30:00-05:00,Chiefs,Chargers
11,2015-11-23T20:30:00-05:00,Bills,Patriots
12,2015-11-26T12:30:00-05:00,Eagles,Lions
12,2015-11-26T16:30:00-05:00,Panthers,Cowboys
12,2015-11-26T20:30:00-05:00,Bears,Packers
12,2015-11-29T13:00:00-05:00,Saints,Texans
12,2015-11-29T13:00:00-05:00,Rams,Bengals
12,2015-11-29T13:00:00-05:00,Vikings,Falcons
12,2015-11-29T13:00:00-05:00,Giants,Redskins
12,2015-11-29T13:00:00-05:00,Buccaneers,Colts
12,2015-11-29T13:00:00-05:00,Bills,Chiefs
12,2015-11-29T13:00:00-05:00,Raiders,Titans
12,2015-11-29T13:00:00-05:00,Chargers,Jaguars
12,2015-11-29T13:00:00-05:00,Dolphins,Jets
12,2015-11-29T16:05:00-05:00,Cardinals,49ers
12,2015-11-29T16:25:00-05:00,Steelers,Seahawks
12,2015-11-29T20:30:00-05:00,Patriots,Broncos
12,2015-11-30T20:30:00-05:00,Ravens,Browns
13,2015-12-03T20:25:00-05:00,Packers,Lions
13,2015-12-06T13:00:00-05:00,Jets,Giants
13,2015-12-06T13:00:00-05:00,Cardinals,Rams
13,2015-12-06T13:00:00-05:00,Falcons,Buccaneers
13,2015-12-06T13:00:00-05:00,Panthers,Saints
13,2015-12-06T13:00:00-05:00,Seahawks,Vikings
13,2015-12-06T13:00:00-05:00,Texans,Bills
13,2015-12-06T13:00:00-05:00,Ravens,Dolphins
13,2015-12-06T13:00:00-05:00,Bengals,Browns
13,2015-12-06T13:00:00-05:00,Jaguars,Titans
13,2015-12-06T13:00:00-05:00,49ers,Bears
13,2015-12-06T16:05:00-05:00,Broncos,Chargers
13,2015-12-06T16:05:00-05:00,Chiefs,Raiders
13,2015-12-06T16:25:00-05:00,Eagles,Patriots
13,2015-12-06T20:30:00-05:00,Colts,Steelers
13,2015-12-07T20:30:00-05:00,Cowboys,Redskins
14,2015-12-10T20:25:00-05:00,Vikings,Cardinals
14,2015-12-13T13:00:00-05:00,Bills,Eagles
14,2015-12-13T13:00:00-05:00,49ers,Browns
14,2015-12-13T13:00:00-05:00,Lions,Rams
14,2015-12-13T13:00:00-05:00,Saints,Buccaneers
14,2015-12-13T13:00:00-05:00,Titans,Jets
14,2015-12-13T13:00:00-05:00,Steelers,Bengals
14,2015-12-13T13:00:00-05:00,Patriots,Texans
14,2015-12-13T13:00:00-05:00,Colts,Jaguars
14,2015-12-13T13:00:00-05:00,Chargers,Chiefs
14,2015-12-13T13:00:00-05:00,Redskins,Bears
14,2015-12-13T13:00:00-05:00,Falcons,Panthers
14,2015-12-13T16:05:00-05:00,Raiders,Broncos
14,2015-12-13T16:25:00-05:00,Cowboys,Packers
14,2015-12-13T20:30:00-05:00,Seahawks,Ravens
14,2015-12-14T20:30:00-05:00,Giants,Dolphins
15,2015-12-17T20:25:00-05:00,Buccaneers,Rams
15,2015-12-19T20:25:00-05:00,Jets,Cowboys
15,2015-12-20T13:00:00-05:00,Bears,Vikings
15,2015-12-20T13:00:00-05:00,Falcons,Jaguars
15,2015-12-20T13:00:00-05:00,Texans,Colts
15,2015-12-20T13:00:00-05:00,Cardinals,Eagles
15,2015-12-20T13:00:00-05:00,Panthers,Giants
15,2015-12-20T13:00:00-05:00,Titans,Patriots
15,2015-12-20T13:00:00-05:00,Bills,Redskins
15,2015-12-20T13:00:00-05:00,Chiefs,Ravens
15,2015-12-20T16:05:00-05:00,Browns,Seahawks
15,2015-12-20T16:05:00-05:00,Packers,Raiders
15,2015-12-20T16:25:00-05:00,Broncos,Steelers
15,2015-12-20T16:25:00-05:00,Dolphins,Chargers
15,2015-12-20T20:30:00-05:00,Bengals,49ers
15,2015-12-21T20:30:00-05:00,Lions,Saints
16,2015-12-24T20:25:00-05:00,Chargers,Raiders
16,2015-12-26T20:25:00-05:00,Redskins,Eagles
16,2015-12-27T13:00:00-05:00,Patriots,Jets
16,2015-12-27T13:00:00-05:00,Texans,Titans
16,2015-12-27T13:00:00-05:00,Browns,Chiefs
16,2015-12-27T13:00:00-05:00,Colts,Dolphins
16,2015-12-27T13:00:00-05:00,Jaguars,Saints
16,2015-12-27T13:00:00-05:00,49ers,Lions
16,2015-12-27T13:00:00-05:00,Cowboys,Bills
16,2015-12-27T13:00:00-05:00,Bears,Buccaneers
16,2015-12-27T13:00:00-05:00,Panthers,Falcons
16,2015-12-27T13:00:00-05:00,Giants,Vikings
16,2015-12-27T16:25:00-05:00,Rams,Seahawks
16,2015-12-27T16:25:00-05:00,Packers,Cardinals
16,2015-12-27T20:30:00-05:00,Steelers,Ravens
16,2015-12-28T20:30:00-05:00,Bengals,Broncos
17,2015-01-03T13:00:00-05:00,Jets,Bills
17,2015-01-03T13:00:00-05:00,Patriots,Dolphins
17,2015-01-03T13:00:00-05:00,Buccaneers,Panthers
17,2015-01-03T13:00:00-05:00,Saints,Falcons
17,2015-01-03T13:00:00-05:00,Ravens,Bengals
17,2015-01-03T13:00:00-05:00,Steelers,Browns
17,2015-01-03T13:00:00-05:00,Jaguars,Texans
17,2015-01-03T13:00:00-05:00,Titans,Colts
17,2015-01-03T13:00:00-05:00,Raiders,Chiefs
17,2015-01-03T13:00:00-05:00,Redskins,Cowboys
17,2015-01-03T13:00:00-05:00,Eagles,Giants
17,2015-01-03T13:00:00-05:00,Lions,Bears
17,2015-01-03T13:00:00-05:00,Vikings,Packers
17,2015-01-03T16:25:00-05:00,Chargers,Broncos
17,2015-01-03T16:25:00-05:00,Seahawks,Cardinals
17,2015-01-03T16:25:00-05:00,Rams,49ers
