week,kickoff,away_team,home_team
9,2014-11-02T15:25:00-05:00,Raiders,Seahawks
9,2014-11-02T19:30:00-05:00,Ravens,Steelers
9,2014-11-03T19:30:00-06:00,Colts,Giants
10,2014-11-06T19:25:00-06:00,Browns,Bengals
10,2014-11-09T12:00:00-06:00,Chiefs,Bills
10,2014-11-09T12:00:00-06:00,Falcons,Buccaneers
10,2014-11-09T12:00:00-06:00,Cowboys,Jaguars
10,2014-11-09T12:00:00-06:00,Steelers,Jets
10,2014-11-09T12:00:00-06:00,Dolphins,Lions
10,2014-11-09T12:00:00-06:00,Titans,Ravens
10,2014-11-09T12:00:00-06:00,49ers,Saints
10,2014-11-09T15:05:00-06:00,Broncos,Raiders
10,2014-11-09T15:25:00-06:00,Rams,Cardinals
10,2014-11-09T15:25:00-06:00,Giants,Seahawks
10,2014-11-09T19:30:00-06:00,Bears,Packers
10,2014-11-10T19:30:00-06:00,Panthers,Eagles
11,2014-11-13T19:25:00-06:00,Bills,Dolphins
11,2014-11-16T12:00:00-06:00,Vikings,Bears
11,2014-11-16T12:00:00-06:00,Texans,Browns
11,2014-11-16T12:00:00-06:00,Seahawks,Chiefs
11,2014-11-16T12:00:00-06:00,49ers,Giants
11,2014-11-16T12:00:00-06:00,Eagles,Packers
11,2014-11-16T12:00:00-06:00,Falcons,Panthers
11,2014-11-16T12:00:00-06:00,Broncos,Rams
11,2014-11-16T12:00:00-06:00,Buccaneers,Redskins
11,2014-11-16T12:00:00-06:00,Bengals,Saints
11,2014-11-16T15:05:00-06:00,Raiders,Chargers
11,2014-11-16T15:25:00-06:00,Lions,Cardinals
11,2014-11-16T19:30:00-06:00,Patriots,Colts
11,2014-11-17T19:30:00-06:00,Steelers,Titans
12,2014-11-20T19:25:00-06:00,Chiefs,Raiders
12,2014-11-23T12:00:00-06:00,Buccaneers,Bears
12,2014-11-23T12:00:00-06:00,Jets,Bills
12,2014-11-23T12:00:00-06:00,Jaguars,Colts
12,2014-11-23T12:00:00-06:00,Titans,Eagles
12,2014-11-23T12:00:00-06:00,Browns,Falcons
12,2014-11-23T12:00:00-06:00,Lions,Patriots
12,2014-11-23T12:00:00-06:00,Bengals,Texans
12,2014-11-23T12:00:00-06:00,Packers,Vikings
12,2014-11-23T15:05:00-06:00,Rams,Chargers
12,2014-11-23T15:05:00-06:00,Cardinals,Seahawks
12,2014-11-23T15:25:00-06:00,Redskins,49ers
12,2014-11-23T15:25:00-06:00,Dolphins,Broncos
12,2014-11-23T19:30:00-06:00,Cowboys,Giants
12,2014-11-24T19:30:00-06:00,Ravens,Saints
13,2014-11-27T15:30:00-06:00,Eagles,Cowboys
13,2014-11-27T19:30:00-06:00,Seahawks,49ers
13,2014-11-27T23:30:00-06:00,Bears,Lions
13,2014-11-30T12:00:00-06:00,Browns,Bills
13,2014-11-30T12:00:00-06:00,Bengals,Buccaneers
13,2014-11-30T12:00:00-06:00,Redskins,Colts
13,2014-11-30T12:00:00-06:00,Giants,Jaguars
13,2014-11-30T12:00:00-06:00,Raiders,Rams
13,2014-11-30T12:00:00-06:00,Chargers,Ravens
13,2014-11-30T12:00:00-06:00,Saints,Steelers
13,2014-11-30T12:00:00-06:00,Titans,Texans
13,2014-11-30T12:00:00-06:00,Panthers,Vikings
13,2014-11-30T15:05:00-06:00,Cardinals,Falcons
13,2014-11-30T15:25:00-06:00,Patriots,Packers
13,2014-11-30T19:30:00-06:00,Broncos,Chiefs
13,2014-12-01T19:30:00-06:00,Dolphins,Jets
14,2014-12-04T19:25:00-06:00,Cowboys,Bears
14,2014-12-07T12:00:00-06:00,Steelers,Bengals
14,2014-12-07T12:00:00-06:00,Colts,Browns
14,2014-12-07T12:00:00-06:00,Ravens,Dolphins
14,2014-12-07T12:00:00-06:00,Texans,Jaguars
14,2014-12-07T12:00:00-06:00,Buccaneers,Lions
14,2014-12-07T12:00:00-06:00,Rams,Redskins
14,2014-12-07T12:00:00-06:00,Panthers,Saints
14,2014-12-07T12:00:00-06:00,Giants,Titans
14,2014-12-07T12:00:00-06:00,Jets,Vikings
14,2014-12-07T15:05:00-06:00,Bills,Broncos
14,2014-12-07T15:05:00-06:00,Chiefs,Cardinals
14,2014-12-07T15:25:00-06:00,Seahawks,Eagles
14,2014-12-07T15:25:00-06:00,49ers,Raiders
14,2014-12-07T19:30:00-06:00,Patriots,Chargers
14,2014-12-08T19:30:00-06:00,Falcons,Packers
15,2014-12-11T19:25:00-06:00,Cardinals,Rams
15,2014-12-14T12:00:00-06:00,Packers,Bills
15,2014-12-14T12:00:00-06:00,Bengals,Browns
15,2014-12-14T12:00:00-06:00,Raiders,Chiefs
15,2014-12-14T12:00:00-06:00,Texans,Colts
15,2014-12-14T12:00:00-06:00,Steelers,Falcons
15,2014-12-14T12:00:00-06:00,Redskins,Giants
15,2014-12-14T12:00:00-06:00,Vikings,Lions
15,2014-12-14T12:00:00-06:00,Buccaneers,Panthers
15,2014-12-14T12:00:00-06:00,Dolphins,Patriots
15,2014-12-14T12:00:00-06:00,Jaguars,Ravens
15,2014-12-14T15:05:00-06:00,Broncos,Chargers
15,2014-12-14T15:05:00-06:00,Jets,Titans
15,2014-12-14T15:25:00-06:00,49ers,Seahawks
15,2014-12-14T19:30:00-06:00,Cowboys,Eagles
15,2014-12-15T19:30:00-06:00,Saints,Bears
16,2014-12-18T19:25:00-06:00,Titans,Jaguars
16,2014-12-20T15:30:00-06:00,Chargers,49ers
16,2014-12-20T15:30:00-06:00,Eagles,Redskins
16,2014-12-21T12:00:00-06:00,Lions,Bears
16,2014-12-21T12:00:00-06:00,Packers,Buccaneers
16,2014-12-21T12:00:00-06:00,Vikings,Dolphins
16,2014-12-21T12:00:00-06:00,Patriots,Jets
16,2014-12-21T12:00:00-06:00,Browns,Panthers
16,2014-12-21T12:00:00-06:00,Falcons,Saints
16,2014-12-21T12:00:00-06:00,Chiefs,Steelers
16,2014-12-21T12:00:00-06:00,Ravens,Texans
16,2014-12-21T15:05:00-06:00,Giants,Rams
16,2014-12-21T15:25:00-06:00,Colts,Cowboys
16,2014-12-21T15:25:00-06:00,Bills,Raiders
16,2014-12-21T19:30:00-06:00,Seahawks,Cardinals
16,2014-12-22T19:30:00-06:00,Broncos,Bengals
17,2014-12-28T12:00:00-06:00,Saints,Buccaneers
17,2014-12-28T12:00:00-06:00,Chargers,Chiefs
17,2014-12-28T12:00:00-06:00,Jets,Dolphins
17,2014-12-28T12:00:00-06:00,Panthers,Falcons
17,2014-12-28T12:00:00-06:00,Eagles,Giants
17,2014-12-28T12:00:00-06:00,Lions,Packers
17,2014-12-28T12:00:00-06:00,Bills,Patriots
17,2014-12-28T12:00:00-06:00,Browns,Ravens
17,2014-12-28T12:00:00-06:00,Cowboys,Redskins
17,2014-12-28T12:00:00-06:00,Bengals,Steelers
17,2014-12-28T12:00:00-06:00,Jaguars,Texans
17,2014-12-28T12:00:00-06:00,Colts,Titans
17,2014-12-28T12:00:00-06:00,Bears,Vikings
17,2014-12-28T15:25:00-06:00,Cardinals,49ers
17,2014-12-28T15:25:00-06:00,Raiders,Broncos
17,2014-12-28T15:25:00-06:00,Rams,Seahawks
